game_id,scene_id,title,source
re7,re7_172,"She disappears again, locking the door behind her and barricading it with black slime. After a few minutes you find her sitting in a chair near a TV with VCR.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_173,You watch the “Old Videotape”.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_174,Document on a table,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_175,You start looking for Eveline using the smartwatch locator.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_176,You find a huge pile of black vomit.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_177,Going down the elevator and going through several corridors you call Alan again.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_178,You melt the lock with a blowtorch and go inside.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_179,You call Alan.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_180,Writing on a wall,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_181,"You try to call Alan, but he’s not answering.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_182,"However, you will soon find him.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_183,Alan begins to cover with black slime and vomits.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_184,"He dies in terrible agony. You go into the next room, sit down at the laptop and make the same record from the beginning of the game.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_185,Eveline blows up the ship and Mia sinks into the water. The tape ends.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_186,Case,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_187,Note in the case,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_188,You find security cameras monitor.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_189,Note in elevator,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_190,Magazine,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_191,Letter,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_192,Magazine,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_193,Diary,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_194,Soon you find Eveline and Ethan glued to the wall with black slime.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_195,Eveline infects Mia and the screen goes dark. You hear Eveline’s whisper.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_196,You open your eyes in Ethan's body. Everything feels like a dream...,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_197,"The scene ends and you return to the real world. On the background of a black screen, you hear Mia's voice.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_198,Mia frees you from the black slime.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_199,She pushes you out of the cabin and closes the door.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_200,You go through the swamps to the pier of the old mine.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_201,Note,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_202,Rusty sign,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_203,Helicopter photo,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_204,You hear the Special Forces talks on the radio.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_205,Email on a laptop,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_206,Infection report,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_207,First photo,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_208,Second photo,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_209,Third photo,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_210,Forth photo,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_211,Note in the case,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_212,You make E-Necrotoxin from Eveline tissue sample.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_213,Report,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_214,Eveline medical report,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_215,"You continue to explore the salt caves. Suddenly, Eveline wakes some monsters to kill you.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_216,You get into Bakers House and find a room where Mia was held. You remember the moment when Mia was looking for a non-existent door and seemed crazy.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_217,Then you see Mia attack you with a hatchet.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_218,"Next, you see the scene of an unexpected encounter with Mia's after ill-fated battle. You understand that behind all this was Eveline, manipulating people like puppets.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_219,You show Eveline your syringe.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_220,"You are fighting with Mia again, but this is no longer a fight, but rather an overcoming of an obstacle. She struggles to control her body.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_221,"In the end, you find Eveline in the attic and try to give her a shot.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_222,You manage to inject Eveline with E-Necrotoxin. The light flashes and she turns into Granny Baker.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_223,She's begin to decompose.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_224,The whole house turns into a giant monster of black mucus. Ethan fights it to the last bullet and the most seemingly hopeless moment wins. The militaries arrives. One of them walks over to Ethan and takes off his mask.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_225,"The heroes fly away on a helicopter. You see a wide shot on the house, turned into a monster. However, there is someone else who escaped...",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_226,"You look at the beauty of the Louisiana nature. Ethan, speaking to himself, sums up his adventures.",https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re7,re7_227,You see a sign on a helicopter “Umbrella Corporation”.,https://game-scripts-wiki.blogspot.com/2018/12/resident-evil-7-full-transcript.html
re8,re8_001,CHAPTER 1: Almost Normal Life,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_002,CHAPTER 2: Cold Village,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_003,CHAPTER 3: Road to the Famous Castle,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_004,CHAPTER 4: Castle Dimitrescu,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_005,CHAPTER 5: What The Hell Is Going On Here?,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_006,CHAPTER 6: Playing with Dolls,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_007,CHAPTER 7: Mommy Issues,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_008,CHAPTER 8: Fun Factory,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_009,CHAPTER 9: Another Hero,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re8,re8_010,CHAPTER 10: Nothing But Mold,https://game-scripts-wiki.blogspot.com/2021/05/resident-evil-8-village-full-transcript.html
re_sr,re_sr_001,"A man wearing glasses and a leather jacket sits on a park bench. Rose, Ethan's grown-up daughter, approaches him.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_002,Rose looks at him in surprise.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_003,They go into his lab.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_004,He points to a voluminous container with a red mushroom inside.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_005,"She brings her hand to the container. The mushrooms inside it begin to glow. Rose plunges into the ocean, which is an allegory for the depths of her consciousness. She hears the voices of people she knows. She floats past the windows behind which the figures stand.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_006,"She covers her ears with her hands. The voices keep coming from all directions. Rose sinks deeper and deeper, to the point she can no longer stand the voices.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_007,She comes to her senses sitting on a chair in the lab.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_008,The lab seems a little different. The light is dimmer.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_009,She has the feeling that something has happened here. She walks to the exit and sees a note on the board.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_010,Rose opens the door from the lab and sees…that everything around her is infested with fungus.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_011,"She walks down a corridor whose walls are crooked with time. We realize that she is not walking through the corridors of the laboratory, but through the corridor of an ancient castle with stone walls. She enters the underground dungeon of the castle and enters one of the open cells, where she finds a note.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_012,"She continues down the corridors, and the walls are covered with a dark red goop that drips disgustingly from them.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_013,"From behind a closed cell door, she hears a girl's voice.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_014,"Rose goes on in search of the key. She sees an altar on which her name is written in blood, and a candelabra falls on the altar.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_015,Nearby she finds a note.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_016,"In a closet nearby she manages to find the key, but she stepped in some red goop.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_017,She notices the goop.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_018,"The goop tries to take human form, but it fails. All that comes out is a faint voice…",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_019,The goop's leaking out.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_020,Some goop drips down from the ceiling.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_021,She goes to the cell and opens the door. There is no one inside except a puddle of red goop. There is a child's drawing on the floor and Rose picks it up.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_022,"The drawing shows three girls being attacked by something large and black. While she is looking at the drawing, a hand appears out of the red goop and grabs Rose's leg.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_023,The goop swallows Rose but someone reaches out and pulls her out.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_024,"The girl who rescued her looks like Rose's twin sister, but she has ashy hair. She has black clothes and acts like a real goth, so I'll call her Black Rose.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_025,Rose follows her unexpected companion.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_026,Black Rose approaches the corpse wrapped in a tarpaulin.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_027,"Rose helps her push back the corpse, which hides a crack in the stone wall. Black Rose crawls into the crack.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_028,"She follows her. They make their way to the back of the dungeon, lit by many candles. In one of the dungeons, Rose sees another self trying to get out of the goop.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_029,She approaches Black Rose trying to use the switch.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_030,Rose continues to follow her double and discovers a small note on the floor.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_031,"The cries and moans of her doppelgangers can be heard from everywhere in the different cells. Black Rose disappears somewhere, and Rose has to look for her. Sometimes she discovers her own corpses.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_032,"When she enters one of the small rooms, she is attacked by a barely living double with a twisted face. In disgust and horror, Rose tosses her aside and the doppelganger dies.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_033,"She takes the handle out of the broken switch lying in the back room, then tries to find her way back. She hears a scream.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_034,"When she arrives at the scream, she sees a pale monster only remotely resembling a human grabbing Black Rose. He sort of sucks part of her face out.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_035,She dies.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_036,The monster runs to Rose.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_037,"She falls to the floor and covers her face with her hand, which emits sparks of white light. The sparks throw the monster away, but they don't kill it. Rose can't do the trick again. She runs to the switch and inserts the handle she found.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_038,"The door, for some reason, doesn't open right away. Rose has to run from the monster.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_039,"Finally, the door opens and Rose runs on, but behind the door there are also many monsters.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_040,She runs into a round room with a bas-relief of antique soldiers with bows.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_041,The monsters have already caught up with her and are slowly approaching the trapped prey.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_042,She presses against a wall that suddenly disappears.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_043,Rose continues to run following the directions of the white sparks that form into words.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_044,"Rose manages to escape the monsters and enter the house itself. It turns out to be Dimitrescu's Castle. Rose climbs out of the fireplace and into the living room. She sits on the floor, trying to process the horror she has experienced.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_045,Rose follows the advice and begins to search the house. She finds the corpse of another doppelganger lying on the floor.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_046,She keeps walking and hears a voice coming from afar.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_047,"Rose enters the main hall and walks up the stairs, still hearing laughter. She arrives at the massive door and sees another of her doppelgangers being dragged by the leg of a monster. He drags her to a fat man in a mask, who is easily recognizable as the Duke.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_048,"He touches her face with his fat hand, which against it looks like the hand of a giant.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_049,"Several monsters devour it, turning it into a goop.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_050,"Hearing this, she inadvertently opens the door behind which she was standing.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_051,He snaps his fingers.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_052,She has to escape again. She finds her way out of the castle.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_053,"However, the iron gate slams shut right in front of her.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_054,She runs up the stairs on which the words appear.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_055,She finds a relatively safe place.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_056,She touches the words and a gun materializes in her hands.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_057,Rose kills her pursuer and hears the Duke's voice coming from above.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_058,"She approaches a statue of four women, one of which is holding a lamp. It shows a scene where three women kill the fourth lying in a field of roses.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_059,Rose reads the description.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_060,She walks into the dining room and sees a shotgun hidden in a locked cabinet.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_061,The door further is chained.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_062,She finds Bolt Cutters.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_063,"Cutting the chain, Rose finds herself in a snow-covered courtyard, in the center of which she sees a masked statue that is encircled by a red flower.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_064,Rose continues her journey and once again enters the house where she finds a rather creepy door with three eyes.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_065,"She goes up to the second floor, where some of the passages are filled with red goop. When she tries to step on them, they begin to suck Rose in.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_066,She has to fight several monsters again. She also finds another flower.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_067,Soon she stumbles upon a large amount of goop blocking the passage.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_068,"She climbs up the improvised rafters and throws down a ladder to help her get to the other side. After wandering around the dilapidated castle, Rose reaches the attic where she finds the RW-Variant Flask 1.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_069,She finds another note.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_070,Rose approaches the nearest flower.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_071,The white light emanating from her hands dries the flower. It crumbles into dust.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_072,Now the red goop is no longer a serious obstacle for her. She has been given the opportunity to fight. Destroying the flowers in her path she returns to the statue.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_073,"Not far from her on the floor, she finds a picture in the next statue wearing a mask.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_074,She destroys the flower holding the statue and gets a bronze mask.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_075,Rose returns to the house.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_076,"She destroys the flower blocking the door and continues to explore the castle. She finds a diary, apparently belonging to the Duke.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_077,"After destroying another flower, Rose finds a small back room.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_078,She continues her journey and enters a small room with pictures of different animals arranged around it.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_079,She tries to take away the puzzle of the paintings but fails because there are not enough paintings. Soon she is surrounded again. She hears the Duke's voice coming from the speakers.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_080,The Duke is setting his monsters on her.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_081,Rose runs into the room to which Michael pointed.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_082,Rose climbs into the fireplace and discovers a secret passage there.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_083,Rose picks up RW-Variant Flask 2.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_084,The white energy stops the monsters from moving. They practically freeze while Rose directs her power at them.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_085,With a flash of white energy she repels the monster which allows her to have more time to shoot.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_086,Rose picks up a Sprig of White Sage. This plant restores her fungal powers.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_087,Rose continues her journey and soon finds the Monocular Key and the diary next to it.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_088,Rose runs to the basement door.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_089,She opens the cellar door with one eye on it and hears the Duke's voice.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_090,She hears something growling.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_091,"Going further, she finds a note.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_092,She solves a riddle with moving pedestals on which the mutilated corpses of her doppelgangers are placed. The riddle opens a door in the floor where the pool of blood used to be. Rose reads the inscription under the painting.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_093,Rose goes down into the dark cellar. She finds another piece of paper lying on the floor next to the mutilated corpse of her double.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_094,"Rose walks on and finds herself in a wine cellar, where a huge multifaced monster with a sledgehammer slowly walks by. Rose hides in the shadows, trying not to attract his attention. In the depths of the cellar she finds a statue with a silver mask on it. She also finds a pipe bomb.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_095,"Rose begins to be chased by red goop and monsters again. As she escapes, she blows a bomb through them and escapes, exiting the door of the blood pool. She enters a small room.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_096,"Michael hands her some ammunition and weed. After searching the room, Rose discovers a lost snake painting and a note apparently left by one of her doppelgangers.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_097,Rose goes out to the courtyard.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_098,He unleashes the ugly monster with a spiky sledgehammer from the basement.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_099,"She escapes from the monster and enters the room with the paintings. After placing them in the right order, she opens the lock and gains access to the chest behind it.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_100,"In the chest she finds the Triocular Key, a key with three eyes.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_101,With this key she gains access to the shotgun from the dining room.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_102,"She opens a door with three eyes and, after defeating several monsters, finds a golden mask.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_103,Her right arm is starting to hurt…,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_104,"While she was distracted, the monster with a sledgehammer sneaks up on her and takes her away. She ends up in a prison cell.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_105,"The Duke speaks to her through the television, which shows his emblem-mask with four eyes and a crown.",https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_106,Two dozen flowers appear next to Rose.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
re_sr,re_sr_107,The rose begins to destroy the flowers one by one.,https://game-scripts-wiki.blogspot.com/2022/11/resident-evil-8-village-shadows-of-rose.html
